laAccount,laRegisteredAtSlotNo,laUnregisteredAtSlotNo,laStakePoolDelegation,laDRepDelegation,laLastDelegationSlotNo,laLastWithdrawalSlotNo,laLastAddressOwnerActivitySlotNo,laLastAddressActivitySlotNo,laCurrentStake,laCurrentRewards
scriptHash-048fdc2d91108f6806c241d778775fe28885c2c6b066a8caa106b022,150007791,,,,,150009450,,,0.000000,0.000000
scriptHash-1d699e3923cdca4011a2e04395e464bc155ccf0084e7be3d8be1ce42,150007521,,,,,150009106,,,0.000000,0.000000
scriptHash-21279cf257840428ba9540b56c6bae684a369173fb24aed09a075561,148561945,,,,,150076698,,,0.000000,0.000000
scriptHash-399119626b159d5da3cf3bd09f1a6b2a84a65faeebc6fa7f499d2cff,148562206,,,,,150076592,,,0.000000,0.000000
scriptHash-39ea65c90e2d51f676f8442b8f125e80b618f1139586fbf5d091d472,148562206,,,,,150076592,,,0.000000,0.000000
scriptHash-42b527bc018dbc2c55a529a8b6d134fce5e0550489fba422a5b410b2,149487452,,015f52ee0b1b29813884f85313666f3876c8260858f9572622660bc3,drep-alwaysAbstain,149487452,,149551139,149551139,0.000000,0.000000
scriptHash-4f58e94110f37876eba49e251085b7835a1563e2d6f447529e4c37c9,148562085,,,,,150074178,,,0.000000,0.000000
scriptHash-5cc7e9aeae61dbe1f394a5eaae4b03ac67c91bce78a1fa542e143df3,149185235,,,,,,,,0.000000,0.000000
scriptHash-6215da80ab7ca3f519f6df96377015f09110aa486dda310b381ffc63,149185235,,,,,,,,0.000000,0.000000
scriptHash-6bbbe4c6e7e42056f2a2c6ec75b0d92330332dba21120ea3c1c2c293,148562085,,,,,150074178,,,0.000000,0.000000
scriptHash-7641b7ad66d862c4d2db08685d5d7b094e07c00ba4a7f4c7165eafd0,149826604,,a43ceac028a673e9f8611de0f683c70fdcadde560f28c2fb8cfabc81,drep-alwaysAbstain,149826604,,149827272,149827272,0.000000,0.000000
scriptHash-902042871cd5ad69074da4f1d1f1fb93823340ff1a363a5275eb1d8b,149664820,,,,,150090716,,,0.000000,0.000000
scriptHash-9256fa3bfc47881a35d1b2082dc3618f414ffb195d4a435cf791fe2f,148561598,,,,,149741900,,,0.000000,0.000000
scriptHash-97a5a78e86542606e85ffc4922bd8337bef1524b971a9afca1b48bc0,149584669,,015f52ee0b1b29813884f85313666f3876c8260858f9572622660bc3,drep-alwaysAbstain,149584669,,149584669,149584669,0.000000,0.000000
scriptHash-97c5542921a844ecb2704f428bc06d51e0b768f289c26fbe1132d3da,148562085,,,,,150074178,,,0.000000,0.000000
scriptHash-98be90f93cd9a2bcada890943453a67b6fc615d410ccd1a705f51683,148562320,,ac66c8efb8edba3991576235e421ef0524ab351a22598de520de7b16,,148566025,,150077101,150078071,0.000000,0.000000
scriptHash-a14a5f501500b1b651e78b95e9e4c4a0a2f51ef72ba72ac1af5c397d,149185235,,,,,,,,0.000000,0.000000
scriptHash-a7f1bbd82c7379b1bb0e5ed6e1e4c38ac4b744126aaec705bccc5de1,149584468,,a43ceac028a673e9f8611de0f683c70fdcadde560f28c2fb8cfabc81,drep-alwaysAbstain,149584468,,149584468,149584468,0.000000,0.000000
scriptHash-b5e1d680016def027437d1fac7fb585259b1457d573aaa2a9cda884d,149584602,,a43ceac028a673e9f8611de0f683c70fdcadde560f28c2fb8cfabc81,drep-alwaysAbstain,149584602,,149584602,149584602,0.000000,0.000000
scriptHash-d3c9f7e339f206bf2d14dcf96e11b3d3c0aea89e33afadc0fa048249,149185235,,,,,,,,0.000000,0.000000
scriptHash-d68273c7d21358670476e2540141c8102bcd005b960647caca8f763a,149625677,,,,,149626794,,149626794,0.000000,0.000000
scriptHash-d6bcab51f9e0635f9bd9dd501492edd8386aadced7a75ba9ee8ae702,149185235,,,,,,,,0.000000,0.000000
scriptHash-daf82c0015ea49d23c5d2ddf958c9a07084dddc8469c19725f5e284b,149584888,,015f52ee0b1b29813884f85313666f3876c8260858f9572622660bc3,drep-alwaysAbstain,149584888,,149584888,149584888,0.000000,0.000000
scriptHash-db04c692494bc414007ef296b2fb987cadfc824f74c4704b46bc8cd8,149825298,,a43ceac028a673e9f8611de0f683c70fdcadde560f28c2fb8cfabc81,drep-alwaysAbstain,149825298,,149826999,149825298,0.000000,0.000000
scriptHash-e06e3d21a549bb46a8560fe929ffe7d1ea964b92b86d7ed16ea4f3a7,149185235,,,,,,,,0.000000,0.000000
scriptHash-e760308d0c14096ff479ec5f2495455505feb790503903fe976c4fd2,148561401,,,,,,,,0.000000,0.000000
scriptHash-e8e031a07efb9d6bb4c7f2d2f9511a35457266cde58b3707fb7ff10e,150008025,,,,,150009527,,,0.000000,0.000000
scriptHash-ebd06eefc7c869b8e67ba55223172d2ab582e24ac85dd35b1b5520ec,149584793,,015f52ee0b1b29813884f85313666f3876c8260858f9572622660bc3,drep-alwaysAbstain,149584793,,149584793,149584793,0.000000,0.000000
scriptHash-f8736e7cb63ee5ad6f99c566d40115208a3bf2dfe8a19ca207ee8440,149185235,,,,,,,,0.000000,0.000000
scriptHash-fac458fba546d19fe1b00387a44c3e160133348f53e6aad4d4dd2f40,148561838,,,,,150076698,,,0.000000,0.000000
keyHash-00054aa184307d07eb9c0df71af5123b6c30a5727e5e1dc545596738,149109731,,,drep-keyHash-1d4bee66b0506de8fb7b612391a2a597c1f8fc582a7a3052e0cb2e9c,149109731,,149109731,149109731,0.000000,0.000000
keyHash-000c9c48c8295c9eee3de8fbb12fd99d26cc2af03b489f25701b378f,148483141,,76bfa1b2e6593740c3388ed881cbe851dbab8d8741652c9bad16cc94,drep-keyHash-53f6a8fad05efc1111cca4dcb96ce891dbfa52459f02efdba117bdb4,148485243,,148485243,148485243,0.000000,0.000000
keyHash-0015b42540582cdf71c07432468961a7a84985f8f05013ca9e6e9175,148779406,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148779406,,148779406,149459037,0.000000,0.000000
keyHash-001aa5c2a718452b8c10dd031a96ce7c5b82c3a777d635678653f689,148979949,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,148980263,,148980263,148980263,0.000000,0.000000
keyHash-00375d8902b11669ac7e1fe7a3ad3fd1b7af8ebf9cd0181ce9c7a382,149234464,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149234464,,149234464,149234464,0.000000,0.000000
keyHash-006b7cea9fbc367faa5b3a70959e490914674296a60e44e60b3a064b,148454548,,60f301e5b52b16e36cfe63d087b4c91b6e9668623ab5c8e9702f74fe,drep-keyHash-4e1d2a282c1e434ff390b3dfa3b221bf4f5bd3d43b9eb31ee890fc0f,148454686,,148454686,148454686,0.000000,0.000000
keyHash-00728a941e6dbecf1fb7c14283be604928e24bc7817b365e7a2bbf79,150011481,,8db4b0de498200d07aeaf06a63e87cc5f0d428cff47fc71c336de3d9,,150011481,,150011481,150011481,0.000000,0.000000
keyHash-0074fb9ce7e785f50d0f3a9b4d2f1447bad29377eda89e983bde142a,150011230,,f0e505f8f0d7beccffe83c287d0d2ff6a46ec5d38345e8bd35359427,,150011230,,150070037,150070037,0.000000,0.000000
keyHash-007e3c9cb1885358e1230bfcd76eefb8ac9a9f0729c7bc02c5ebfbd4,149834880,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,149834880,,149973190,149973190,0.000000,0.000000
keyHash-007ef91aa20e22be548bac7437c5fa05b018504c826ec6d437e32969,148099866,,f4762ca1dce3c32c0d7a7e6d9f8a54bf40338e99ae5f3ad0172c9a2f,,148099866,,148099866,148099866,0.000000,0.000000
keyHash-0080832879367041941ffd11e4e8d811d279940140beb4d5bb8807cc,148526433,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,148526433,,148526433,148526433,0.000000,0.000000
keyHash-008defb437527ff355663f78977b6c7b4c782e5d3fff0d85ea1cdb30,148621044,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,148621044,,148621044,148621044,0.000000,0.000000
keyHash-008f0ee3097a7cb420d4a13697c5616aca074550ff317ebdafd6e193,149860886,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149860886,,149860886,149860886,0.000000,0.000000
keyHash-009138ed0b21d6f90603c48681b41da11723bceabf66bdcc01bfa999,148404043,,9def0b9497f8d922e633c65e2099e6da8df5e966f201db5c7abcb077,,148404043,,148404043,148404043,0.000000,0.000000
keyHash-009856072997e07e39a63e306d8d035c4905dc2b380fe8688539d240,149224092,149459882,,,149224092,,149461312,149459882,0.000000,0.000000
keyHash-00a1b746038b1d047edf55fe20210f4df9de0220e9919c10cfe60860,149588528,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149588528,,149588528,149588528,0.000000,0.000000
keyHash-00af821c14717854fd45a8a1a41f058eedb082827b89ce205545b2c6,149989173,,dbda39c8d064ff9801e376f8350efafe67c07e9e9244dd613aee5125,,150080634,,150080634,150080634,0.000000,0.000000
keyHash-00b1d4349b5ab67124fd93e85263b369823b5376e867d6c6a145bf73,148743867,,abacadaba9f12a8b5382fc370e4e7e69421fb59831bb4ecca3a11d9b,drep-keyHash-b102197ee2affaebd50fcb8ca69fb4fa9eba931f4cc219f18db6d7e6,148744314,,148744314,148744314,0.000000,0.000000
keyHash-00b80bb919f4f96b87e3073f7c9efef89dbcbf74ac4d3a3696d9ac35,148891362,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148891362,,148948650,148891362,0.000000,0.000000
keyHash-00c57faf8ed9c87fe100c8a7dfb4b72fb0ffda48173101bdf1978630,149778504,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,149778504,,149778504,149778504,0.000000,0.000000
keyHash-00df03a8a7dac540c1ca4c411b9fbb3fa586fd8b9ed7f83756ebdaaa,148487547,,3b3327c0a885ba7c1ebeec8b44158aab79c32148d45b4c701344cd97,,148487547,,148487547,148487547,0.000000,0.000000
keyHash-00e51f0caed5a31f9b7a7da283c89aaaf0efb473648fa45fb3044c71,149256113,,79c4d4fe108f480fee98f307adac12571df2959651f833b595141cd1,drep-keyHash-d2e0ed6a4b1b3233f071244420293f7eeb077ebf758e74b3876d4552,149256191,,149256191,149848890,0.000000,0.000000
keyHash-00e708ef731b4a0dbf92fb56d951a55abca5e7f2fb9e8c33ee4d94ab,149712886,,879ad8338e795acb7b2bd2cf5532ed4e3603962439c91cb0bd5ae7af,drep-alwaysAbstain,149712982,,149716781,149712982,0.000000,0.000000
keyHash-00ea4752906bff3bf121b9f1d72d1bb8a49d4a750ef3af33e443c88a,149082232,149790202,,,149082232,,149790202,149790202,0.000000,0.000000
keyHash-00f3675b4636b6abede6e0a47cbdec3cacadb514d3a3a701dca9f9b4,148863078,,12eda6e24a9e221fcf924c736d481342cc7be064e2454d7c9cde77fc,,148863078,,,148863078,0.000000,0.000000
keyHash-00f7cee319f65514f83e22bfe07141c7578a3607311549ce291960a1,149290900,,9def0b9497f8d922e633c65e2099e6da8df5e966f201db5c7abcb077,,149290900,,149290900,149290900,0.000000,0.000000
keyHash-0103df846b7136ecae5dcf82d2320d64eb32b698194812934400723f,149964658,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,149964658,,149964658,149964658,0.000000,0.000000
keyHash-0104360531d1b0e0e3d2ffad9e30a8fdd2fa4f1fb1d8cafda61a3ca2,148780526,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,148780526,,148780526,148780526,0.000000,0.000000
keyHash-010a3ce57caac9efa148d78328cfbc19c29fa6ad86ee69c4044b63ef,148309288,,9def0b9497f8d922e633c65e2099e6da8df5e966f201db5c7abcb077,,148309288,,148309288,148312816,0.000000,0.000000
keyHash-0112fb8e1ebc670fb39230a4cd84481b7b3daf5e3a0b8ba98dbd2517,149771320,149799126,,,149771320,,149800177,149799374,0.000000,0.000000
keyHash-011fbf9027ed6b7b87cb1dd376003bede56bab800d2d8360a0caffd3,149970056,,4a9c9902c9538da900b10b716d5d1b214487455fdb06028b32ffa180,,149970056,,149970056,149970056,0.000000,0.000000
keyHash-01243a553e617f47d76ee62c86da30a9d1e95d4dbbd8c36c9544804b,148097387,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,148097387,,148097387,148097387,0.000000,0.000000
keyHash-012d0e82a8626a807e49f747efd222d88ad25f96ee2f35c7db437119,148485000,,16d216d074625d2dbb75c20948e4d9a1efe0fe79c4c915d4b5391de1,,148485000,,148485000,148585600,0.000000,0.000000
keyHash-013a63b7d7d9b1948a0608531fd079c8481bfa16644d3445b339af62,148475666,,f3efb842c77895dde51e95e54d9c309da599631ef31216bcfea11083,drep-alwaysAbstain,148475666,,148475666,148475666,0.000000,0.000000
keyHash-0146eeb8a24a0996ac40d2970cf48b08e43346af826193011d46d2a7,148112067,,9def0b9497f8d922e633c65e2099e6da8df5e966f201db5c7abcb077,,148112067,,148112067,149652859,0.000000,0.000000
keyHash-0148cc83eec8e9d6e479ae7bb2afb080e29e9868e872f6fdf82da757,148250749,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148250749,,148250749,148250749,0.000000,0.000000
keyHash-015c800d0c2ba2cf6fc9d8bc72e472bd58b3edbe755058bb1ffbbfd4,148687720,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,,148687720,,148687720,149663129,0.000000,0.000000
keyHash-0167897220710f94a8b1bab30e0e43de7011411af5056ca783d5d135,148953774,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,148953774,,148953774,148953774,0.000000,0.000000
keyHash-0169640001f559392ee7c628336e3e9c9427702eb5cab6e22011af6e,150043299,,6f223af7c6069f7428cf7605efba84ec410f5476550f83dbb3096238,,150043299,,150043299,150043299,0.000000,0.000000
keyHash-016a56d97366c867e1ac97345dc4eff257fedb4ece2f3c1b00febab2,149011579,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149011579,,149011579,149011579,0.000000,0.000000
keyHash-016ee9dce6b3b7ea5951f7b25cf0422c4a746f3aceb66e319299d95f,148237427,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,148237427,,148237427,148237427,0.000000,0.000000
keyHash-0182a2e02da854669814ad49afb31e4b8d914d246de083ee3fef64b3,148684206,,9def0b9497f8d922e633c65e2099e6da8df5e966f201db5c7abcb077,,148684206,,148684206,148684206,0.000000,0.000000
keyHash-018936c154633d2a9b99638c451e61599a3d353c544e8d418744ac28,148290582,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,148290582,,148290582,148290582,0.000000,0.000000
keyHash-018aaebeb1ef50063ca0149b70f39df4c7a3e70df416b26f9ebbb943,149717286,,cf7249855783f4ca98e0d5249da8c0c362dc1de36294f46ccc720fba,,149717286,,149717286,149717286,0.000000,0.000000
keyHash-01957dcefc7e037ae02f90b0fc9771cc1488c3f93f61041b2a32a21c,149023818,,f423b19715cca49029ed13ff02a110b63de7d96ad7a0536dc5887a41,,149023818,,149023818,149023818,0.000000,0.000000
keyHash-01a47d9f969e45a5801946755073efe45c61505470eeca602a0293fc,148417062,,f423b19715cca49029ed13ff02a110b63de7d96ad7a0536dc5887a41,,148417062,,148417062,148417062,0.000000,0.000000
keyHash-01a489ba18f92a17121aefb78e9bcdfa76626f77357b94eb013921a2,149723706,149723793,,drep-alwaysAbstain,149723751,,149723793,149954707,0.000000,0.000000
keyHash-01a73d829a438c962d9e4ae16f8d020438be15c906e4c8901f16cb24,148585600,,f84aed8cedb63195f68ec94a59b3e9b979b7eb0dd41085ae945473d7,drep-alwaysAbstain,148585600,,148585600,148585600,0.000000,0.000000
keyHash-01a7b4d00a0475b3c34c0436c1075373d3967f56313bad30236843ea,148151427,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,drep-alwaysAbstain,149025006,,149970550,149970718,0.000000,0.000000
keyHash-01af960201ea95056dd3f206f4aec7c28e75e775c34e615b027295fc,148413547,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,148413547,,148413547,148413547,0.000000,0.000000
keyHash-01b00375687b520afdc7847323931f5cd34168d66a33389353f15a4e,148620365,,97aaa4621cffb87c3e8380376406cc9501d6c9e1cbb459e17cd60602,drep-alwaysAbstain,148620365,,148624547,148624547,0.000000,0.000000
keyHash-01d112f6e17051ccd80dcba1ab436247f6ad2d2d2bc9d01269650fe3,148653823,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,148653823,,148653823,148653823,0.000000,0.000000
keyHash-01db08f9340d06008d00fe935b50b4beb5bd3c2c7c3116bcc1eb83c8,148233668,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148728895,,148728895,148728895,0.000000,0.000000
keyHash-01e16eacb5f580bb65e747415cbad3709ceb400f0910c0d8c7ab18cc,148271027,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,149376925,,149376925,149376925,0.000000,0.000000
keyHash-01e30aabd8c543af65aee98ead3936a91c9c8217e8fe88242427d9c3,149384685,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,149384685,,149384685,149384685,0.000000,0.000000
keyHash-01e33f5058392e7a8f5c1b49bdacdde3df90077a8bd83ccd5cb00ac3,149550895,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,149550895,,149550895,149550895,0.000000,0.000000
keyHash-01ee0049ef7e1b65067bd4d4e98bf9db41d09864c3f7f328be4e7879,149598676,,087cb9a9dab66751853893b0de0628aee88c36f82fd0c1ee3b998548,drep-keyHash-d2e0ed6a4b1b3233f071244420293f7eeb077ebf758e74b3876d4552,149598941,,149598941,149598941,0.000000,0.000000
keyHash-01f6e257e73e97ce03340300d45c9d8f67fd8f354b8b43b2086a547a,149675742,,52e22df52e90370f639c99f5c760f0cd67d7f871cd0d0764fae47cd9,,149675742,,149675742,149675742,0.000000,0.000000
keyHash-01f99dbc085b37f3319b62aaf082f94657e7aee72eb3244adcdb15aa,149370085,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,149370085,,149420896,149370085,0.000000,0.000000
keyHash-01fc403e46daad2df078baa916c00e39c60218c154d8c56182941eb5,149636075,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149636075,,149636075,149636075,0.000000,0.000000
keyHash-02007372820c26fa719ccd09b7a75b78042a801951e269a4a5db2dd5,149379412,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,149385917,,149385917,149385917,0.000000,0.000000
keyHash-020d47f291fe60cd5b36ef4a98f6a1fbab0dc677f522ee0fd31a0300,148401708,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,148401708,,148401708,148401708,0.000000,0.000000
keyHash-020e0567bcb88a3fa72226ceb4ab0ea281e9e1860cd8401fb2ada678,149038369,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,149038369,,149038369,149038369,0.000000,0.000000
keyHash-021d13a062bc5818de23f36f401ac0aafd3950f761b8ef065c2eb286,148561056,,029378e3fa199ee6510325406a7eb7d5001927c6294db06b53049499,,148561056,,148561056,148561056,0.000000,0.000000
keyHash-0221c023ddb31f42227be221ecc5f59eb02991797803e6218afff8d3,149374749,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,149374749,,149374749,149374749,0.000000,0.000000
keyHash-0229f89b0bc82557594730f97cd581bff926b1d4b8f9dee5a642b033,150077812,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,150077812,,150077812,150077812,0.000000,0.000000
keyHash-023389e97296effd66fa778b1ad3f30f1594e7eb7e6d784308c9f151,148577677,,cdb10209d937fc1559c635e35b9147febde5307b4a7d276f868775cd,drep-keyHash-94f7bb25c15f5e4e3a58bb9e8e6b10bfa8c2694f39f282167af35e2c,148578910,,148578910,149421928,0.000000,0.000000
keyHash-0236e60052c0b25ec9a9e2f0b978d1530edea6f049fb1f45020ac357,149715835,,f3efb842c77895dde51e95e54d9c309da599631ef31216bcfea11083,drep-alwaysAbstain,149715835,,149715835,149715835,0.000000,0.000000
keyHash-023f6ff60463edb8b85d1fc4cacc1c1884073db3bb72f3d2acaf869a,149460184,,138031b823a08dec4535e583ca8ea91530abd9c62b1c0b768fd1f834,drep-alwaysAbstain,149460184,,149460184,149460184,0.000000,0.000000
keyHash-02485d433a0cf330ed3ca00ebfaadef2419aebaa02e4137ed221532d,148173407,,9def0b9497f8d922e633c65e2099e6da8df5e966f201db5c7abcb077,,148173407,,148173407,148173407,0.000000,0.000000
keyHash-024d291e4d0f0f87ef5719a34084a87a4da8ee156c13ece6368d7459,149533973,,443e35eb7bfca00b092bd4daf079de42924b982636a12aa53a3994ab,,149533973,,149700768,149624146,0.000000,0.000000
keyHash-02526ad20ad8592bd76ca545b485b8332547e092f333af492fd2579f,148557775,,5e376d756f6eec459900a4abcf2510316c45b13cf204a57c703dc251,drep-keyHash-55215f98aa7d9e289d215a55f62d258c6c3a71ab847b76de9ddbe661,148813268,,148819239,148819239,0.000000,0.000000
keyHash-02589e2a89a22a1331310836aed4092ca212147938c9ac7826871c6e,150036283,,ff069b3ecf738d4adfe83f7c20c64b82f94f7285ee41eedb2bfd297b,drep-alwaysAbstain,150036283,,150036283,150036283,0.000000,0.000000
keyHash-025dbdb4e9c899f92f546f6909edb711687211f0a432ff56b7509bf0,149711298,,f4762ca1dce3c32c0d7a7e6d9f8a54bf40338e99ae5f3ad0172c9a2f,,149711441,,149711441,149711441,0.000000,0.000000
keyHash-025f796af34472818293d6669454106bea312a5eb27360e90ba2ac25,149387773,,9def0b9497f8d922e633c65e2099e6da8df5e966f201db5c7abcb077,,149387773,,149387773,149387773,0.000000,0.000000
keyHash-02617a66227123d9d415a10f864d16a26e7730fb706bbf6b029e1506,149665516,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149665516,,149665516,149665516,0.000000,0.000000
keyHash-026b16cb3e32d8d163fbc878ca68105c82a185f0b68e0e4f7dce8d69,148599433,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,148599433,,148599433,148599433,0.000000,0.000000
keyHash-0270b12fbcaf6b2209bb766141f5de52e32d6c9f95c2f2c665504356,148556502,149050407,,drep-alwaysAbstain,149049656,149050318,149050582,149050407,0.000000,0.000000
keyHash-027a6798031555a6c3b0dd17d3a27ee82f90fff01bcc24e0bb44e9e7,149383419,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,149383419,,149383419,149907815,0.000000,0.000000
keyHash-027c28357d77f9ad87122d349b01da8ecc349968f7ebd0a020bbf38b,148668849,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148668849,,148668849,148668849,0.000000,0.000000
keyHash-027c935c66e9e94f5c05835e88ac4440c07e81754680b4ff3fa543a8,149805072,,9def0b9497f8d922e633c65e2099e6da8df5e966f201db5c7abcb077,,149805072,,149805072,149972825,0.000000,0.000000
keyHash-02842c8a31f5dcfbb73d2b4d717a395f982c978f2f7cc95287e9e40b,149890048,,970e9a7ae4677b152c27a0eba3db996b372de094d24fc2974768f3da,,149965277,,149965277,149965277,0.000000,0.000000
keyHash-02888f3831a41d2556880b50f69a2a8027dbb871f101508b478d5046,148118093,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,148118093,,149165043,148123710,0.000000,0.000000
keyHash-0288c300bc9ed24a0acabcbc94e4b319810c9feb3ec7e4481f35d96d,149510910,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,149510910,,149510910,149510910,0.000000,0.000000
keyHash-029977a09396d5ac71f01a6941ae5c88be60be963f535e03e711d8a9,149186470,,fc2d8488ef021561a83af7b56f973b94cfcfd8100433ee6fd0b0aa45,drep-alwaysAbstain,149186470,,149198177,149198177,0.000000,0.000000
keyHash-02a25cbfb1f2d6120e512ea475b3be417d6f4eb3445301cd81b230de,149113666,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,149113666,,149442436,149394722,0.000000,0.000000
keyHash-02a7cd21e202724304d41d494d3e0e8219428de92a4b1fa6ca487563,148491555,,8db4b0de498200d07aeaf06a63e87cc5f0d428cff47fc71c336de3d9,drep-keyHash-538941f39273d794d786b81aa8a3b93b4099be00bd766dc0d300454f,148909000,,148990169,149624401,0.000000,0.000000
keyHash-02aace572653c6b81c97117532441102878a5534471890cf74e9af5b,148656309,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148656309,,148656309,148656309,0.000000,0.000000
keyHash-02ae3a938e3944aab634905cbbf2f21f6df60c23316e692cfb1517d3,149574110,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,149574110,,149574110,149574110,0.000000,0.000000
keyHash-02c433cbf8d44f3fb493bb2e1e4277bc5720b0bdad97118ea7fa5ea7,149583232,149584091,,drep-alwaysAbstain,149583232,,149672308,149672308,0.000000,0.000000
keyHash-02e44a7b303becadf30cf0012263791ce826850c424b83558558676c,149398905,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,149398905,,149398905,149398905,0.000000,0.000000
keyHash-02f3cb910b13b07df9a044640067ec596c27c722470679ddc1752f10,149353978,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149353978,,149353978,149353978,0.000000,0.000000
keyHash-02fd15ece69a610d8091227ae9e5cd25cbc2396478b725bcadd856c6,149017770,,8db4b0de498200d07aeaf06a63e87cc5f0d428cff47fc71c336de3d9,,149017770,,149017770,149017770,0.000000,0.000000
keyHash-02fdf0db9f780bc8af415ef807b3bfcde4e5edb590895732323af67a,149337164,,879ad8338e795acb7b2bd2cf5532ed4e3603962439c91cb0bd5ae7af,drep-alwaysAbstain,149337293,,149337293,149337293,0.000000,0.000000
keyHash-03108003cb32892ac31821dbf78a438e68d5738956972df9cd9af6e1,149109731,,52e22df52e90370f639c99f5c760f0cd67d7f871cd0d0764fae47cd9,drep-alwaysAbstain,149109731,,149109731,149109731,0.000000,0.000000
keyHash-031a8718aa128cf9e5cb981aab37f0c3b4f2cb5abb5fe54e007509e1,149964340,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149964340,,149964340,149964340,0.000000,0.000000
keyHash-032fb239b187ad97fda9c2c9355d6b76735359427d8e6089345d2838,149429665,,0a423fa44f23b13cba59474427d11746136672af66b2d80b4499dd1d,,149612150,,149612150,149612150,0.000000,0.000000
keyHash-03319d37b0c4851bd79b65d825fb30b07b5a8763ee2133394a3977f0,148651533,,970e9a7ae4677b152c27a0eba3db996b372de094d24fc2974768f3da,,149889756,,149889756,149889756,0.000000,0.000000
keyHash-0355719535d5edd05b4df82b6993107ed85579d484fc4e19efdbefdb,149506574,,26d2e140cb8d11143501d7883d1cf5a6adba156e1f8f27d327f10b57,,149506574,,149506574,149506574,0.000000,0.000000
keyHash-035d496d4e1cdc6ef0670486d8a15cd6d679bad457ab3aea1edd6ffd,149256331,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,149256331,,149256331,149256331,0.000000,0.000000
