laAccount,laRegisteredAtSlotNo,laUnregisteredAtSlotNo,laStakePoolDelegation,laDRepDelegation,laLastDelegationSlotNo,laLastWithdrawalSlotNo,laLastAddressOwnerActivitySlotNo,laLastAddressActivitySlotNo,laCurrentStake,laCurrentRewards
keyHash-1a3349479f4439447f4d51a059c4711182e1f6e9565370f5702c0686,149154951,,f3efb842c77895dde51e95e54d9c309da599631ef31216bcfea11083,drep-alwaysAbstain,149154951,,149756737,149756737,0.000000,0.000000
keyHash-1a439f3b0da99e804ec30eec7f1be75bc4ffcd168dd6cb507bbd08a2,149251974,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149251974,,149251974,149251974,0.000000,0.000000
keyHash-1a44282e188e381f8448a207bc45c3548cbd8fae7f807abae5f7aaae,148735191,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148735191,,148735191,148735191,0.000000,0.000000
keyHash-1a488c19dfe867405ce18550cf5824b232afaf7589a951cfd13aa85a,149211096,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149211096,,149211096,149211096,0.000000,0.000000
keyHash-1a4a4978ba8c3642be07b697e09eeac346059508bcf320019d9b0713,149004510,,95c4956f7a137f7fe9c72f2e831e6038744b6307d00143b2447e6443,drep-keyHash-00663f00c4c1ca6bb6405c68b5c30023a8d8c7f6acbeb06b7d0a4d2c,149719840,,149719840,149719840,0.000000,0.000000
keyHash-1a50b3868919cf61495b281d14051cf4ed589b4e8ae9ecf12be8a07c,150010630,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,150010630,,150010630,150010630,0.000000,0.000000
keyHash-1a56f0f2a9c02628d1a9d8a49c589d1cb756b944b5f101fc13dee524,149921905,,5ea7e19216d385b2b8066f7423045bdc65a55349847617e9b856a7aa,drep-alwaysAbstain,149921905,,149921905,149921905,0.000000,0.000000
keyHash-1a5faf7eb6c43eccb233a9f7f38a03398da8fddc53ba5ecc75dfb467,149691633,,93ca5c2f1eb63054f7c768a807408a43e65d7c68fe56e330db20af51,,149691633,,,149691633,0.000000,0.000000
keyHash-1a610ce6936a6d15478d30db1366b0d83ac7f201294a8bb88152fdb6,149536210,,8db4b0de498200d07aeaf06a63e87cc5f0d428cff47fc71c336de3d9,drep-alwaysAbstain,149536210,,149536210,149536210,0.000000,0.000000
keyHash-1a617bbcfee17ae4cdf9fa9a27f880182076fcdab530b5dfd329f320,149373645,,a3ac6ca0694fc5825f831c8d0d97f202c4f298741ae60874730fafb8,,149373645,,149373645,149373645,0.000000,0.000000
keyHash-1a6552567c84d1488802b1eb58e50403e6c28a57c4e796a48d2c9ee1,149303705,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,149303705,,149303705,149303705,0.000000,0.000000
keyHash-1a749a077683c66803dff4219f76dc2c693c164414cc091c77d808c3,148174682,,1c7a6f05b1c23ada596bccf17d3d6b1aa36624268b04c6eb11e88214,drep-alwaysAbstain,148174682,,148181356,148179402,0.000000,0.000000
keyHash-1a86a5eae4aa0e9cfbb3df04b857c78aa08d8bbe2aaa29713a666781,149559083,149596202,,,149559083,,149623081,149597810,0.000000,0.000000
keyHash-1a9736ece45d0c1d372f7e0abfe912933a20c5688181ea1b01752279,148930743,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,148930743,,148930743,148930743,0.000000,0.000000
keyHash-1a9860732110e8051802343b0f674239b146ca048f1337391b0a7006,148598399,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148598399,,148598399,148598399,0.000000,0.000000
keyHash-1a9fc209da0653e518ec3d13d02029f005c523e1e6b7089cea56744a,148879200,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148879200,,148879200,148879200,0.000000,0.000000
keyHash-1aa1086c6cd8a336289a964b57fb4d24c81f29174f2bada5ba4d6fe0,148102107,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,148102107,,148102107,148102107,0.000000,0.000000
keyHash-1aa42998a3a460eaffcd155361f836a649aa028f72b170f8df95d7eb,149147216,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,149147216,,149147216,149147216,0.000000,0.000000
keyHash-1aac4e06f4078d76dd4c43c28f9795520b38da4cd03367f0b88f882c,150053846,,a0a6af80153d4bc92d7c5dfa4c07bb99067ee4b65066a4d87f488503,drep-keyHash-c699dbdb87f691b900cb75fa249c0d8ca50a85c1aa0fbb636349286d,150054002,,150054002,150054002,0.000000,0.000000
keyHash-1ab3096c6abe2e79605dd95d1de9376b5a8695192fa4211061441125,148586469,,9def0b9497f8d922e633c65e2099e6da8df5e966f201db5c7abcb077,,148586469,,148586469,148586469,0.000000,0.000000
keyHash-1ab6ad17bcbe19c1ec9e3d8676e8ff8a6f8ad4ca97a2d7c86466af75,149581814,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149581814,,149581814,149581814,0.000000,0.000000
keyHash-1aca9bcb33732e808c98dd1d2a83308ef8778a255c945f59453ffa3f,148244396,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,148244396,,148244396,148244396,0.000000,0.000000
keyHash-1acd6ff9a4f373ca3d6ded9bfc673deca43ff45b9b395fc6945c9cfa,149788229,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149788229,,149788229,149788229,0.000000,0.000000
keyHash-1ad07feeb394f1947c1d163f83779b1bcbbdb19fa8596aa4c46a3c97,149515362,,f3efb842c77895dde51e95e54d9c309da599631ef31216bcfea11083,drep-alwaysAbstain,149515362,,150082458,150082155,0.000000,0.000000
keyHash-1ad2c3080ded3a1acb25bf84be103df5e4509f0bc02a3d17ac466bb3,149677311,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,149677537,,149677537,,0.000000,0.000000
keyHash-1ad3afa4a079c09867115c612a2355cc1e55f842f39514d8429ba346,148368310,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148368467,,148368467,148368467,0.000000,0.000000
keyHash-1ae5ca6cd96a8c05e32fa3ae92d331c01630cfdfff0ba3b7418838d4,149166704,149367395,,,149166704,,149367395,149367395,0.000000,0.000000
keyHash-1ae66bc2605a9a16c03b47c0494b341812beac238b7c2b144fa00dc5,149110183,,707cc05abbb19ee7b8c2090fd65d2ba81d8469e6fb5d9dab972cea17,drep-alwaysAbstain,149110183,,149110183,149616699,0.000000,0.000000
keyHash-1b03a2c48dd423f232dbca63ce002662e37ceb2a00cfc8d998566d37,149246613,,f0e505f8f0d7beccffe83c287d0d2ff6a46ec5d38345e8bd35359427,drep-keyHash-538941f39273d794d786b81aa8a3b93b4099be00bd766dc0d300454f,149246866,,149444563,149444563,0.000000,0.000000
keyHash-1b146d2773e576b03f62a87417c0ef23a6e508db6c9614bc40497c8d,148150779,148432688,,,148150779,,148516229,148496024,0.000000,0.000000
keyHash-1b41c73ec0cf96150677a2c77b015a4032e90474311c41b5f50f4845,149202656,,dc6f409d5bd30a59b7b1f0f7969d83b01758e55d3b4e5b7b487532b8,drep-keyHash-db27ef95b26e2cda463907d4331aaa70cb18358d1383116c5591efa8,149202799,,149203520,149208493,0.000000,0.000000
keyHash-1b4ca5652ae377b489b35d765f61e1dfe531bbe5fb9bf1e1803f4b39,148665792,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148665792,,148665792,148665792,0.000000,0.000000
keyHash-1b50f7752e896795599d566b91d6926f2f8dc25dc5787f4ff1082853,149201001,,cd0b7a6e8c22110113a9cffc266270e916a6e7ce2189917c70deebdd,drep-alwaysAbstain,149367862,,149539285,149539285,0.000000,0.000000
keyHash-1b52fb64c7a6143b2468d4a353b4fbe2f44b6bdbc68269566d7120ee,149086319,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,149086319,,149086319,149086319,0.000000,0.000000
keyHash-1b538dce74c8f56b8e17def9c6b50a64ee60a17bac59f2a9c75d35db,149457425,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149457425,,149457425,149457425,0.000000,0.000000
keyHash-1b55313733634f1f8f8dd3f1a81ef0e09d6802970f718404be5b2918,148492560,,2a748e3885f6f73320ad16a8331247b81fe01b8d39f57eec9caa5091,drep-keyHash-a4d8e2b7421eb6f3b438b58d56c51a687f8a32fe25f36249cf601fe8,149267726,,149267726,149443892,0.000000,0.000000
keyHash-1b62d6852a087a7c6d84efcde86a121061136703b295e7af939cb82a,149608732,,9def0b9497f8d922e633c65e2099e6da8df5e966f201db5c7abcb077,,149608732,,149608732,149608732,0.000000,0.000000
keyHash-1b68546e0e6d396814295e6aff97e491acdc7f2fadfd538d946b1d85,148687613,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,148687613,,148687613,148687613,0.000000,0.000000
keyHash-1b6ce4637de0b71b5fc5ee705b77979b4d49e479e45a362ffadf778a,149470726,,970e9a7ae4677b152c27a0eba3db996b372de094d24fc2974768f3da,,149732655,,149732655,149732655,0.000000,0.000000
keyHash-1b7004a87be4a10c6c4828cf0314e867257128e6d567251122cbf1d0,149961848,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,149961848,,149961848,149961848,0.000000,0.000000
keyHash-1b7e8c1d7f60039cd844be7332c8f90b7c0b2a8aa7d4fbcc8b849394,148692163,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148692163,,148692163,148692163,0.000000,0.000000
keyHash-1b8fedc75d030e2fee4080e21632d06640285909296abaa251f0eefa,148171147,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148171147,,148171147,148171147,0.000000,0.000000
keyHash-1b9068f5c425fc922834d31d7a669061d4613674c23ae376b98f06b3,149670361,,ac2d2d66a30cbb3163e68a7073bcd3f9cdd4a11a8af6e2c5653402c7,drep-alwaysAbstain,149670361,,149670361,149670361,0.000000,0.000000
keyHash-1ba7b362a21c240a27cf519e6710f028b22a5930791fc1359e6e80a8,149445529,,f3efb842c77895dde51e95e54d9c309da599631ef31216bcfea11083,drep-alwaysAbstain,149445529,,149445529,149446648,0.000000,0.000000
keyHash-1ba9e2afe6e72dcc63a66c119ba7d941628e53d36ee4198fca385546,148118723,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,148118723,,148118723,148118723,0.000000,0.000000
keyHash-1bb204d15cfa8bb4aed8ac5df44622b9c52b4164ffafa088a9dffe03,149640422,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,149640422,,149640422,150068494,0.000000,0.000000
keyHash-1bc0649b11b924256b86423042e3867d666ed531c14b71f31152efc0,149269071,,8db4b0de498200d07aeaf06a63e87cc5f0d428cff47fc71c336de3d9,drep-alwaysAbstain,149269071,,149269071,149672572,0.000000,0.000000
keyHash-1bc6cc5036643e2397a97c48a1b27993241ba9cd9c08349ca8074a85,148572704,,f11fc71643e98cb05abbba2d7b132a66a4014cf5e1effd1fe533811c,drep-alwaysAbstain,148572704,,149198829,149198829,0.000000,0.000000
keyHash-1bc8d7c965a61b647e4880ec41d74af7596c6e893f46cd624ad618a7,148885241,,ac2d2d66a30cbb3163e68a7073bcd3f9cdd4a11a8af6e2c5653402c7,drep-alwaysAbstain,148885241,,148885241,149616896,0.000000,0.000000
keyHash-1bd953b1c494cfefee441bf75969c5472ac9f9eaf325b6a6efb65967,148337549,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148337549,,148337549,148337549,0.000000,0.000000
keyHash-1be08b3b1ed2d8ac178f4a71f823f2a1a4d132e599d56954868c3306,149394722,,8efb053977341471256685b1069d67f4aca7166bc3f94e27ebad217f,,149394722,,149394722,149394722,0.000000,0.000000
keyHash-1be48ae6a464f3bfd7d9ed741972f85402d5e23dad55c603e6285fb0,148129914,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148129914,,148129914,148129914,0.000000,0.000000
keyHash-1bee6a2619a50bdc147c260bbe4a3a6f925f6c519d656b722f8e7d93,149556271,,879ad8338e795acb7b2bd2cf5532ed4e3603962439c91cb0bd5ae7af,drep-alwaysAbstain,149556271,,149556271,149556271,0.000000,0.000000
keyHash-1bf27d04061942309a5d05794be472342853da6d57b168a99c28d287,150063912,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,150063912,,150063912,150063912,0.000000,0.000000
keyHash-1bf76b0a9364bbf9620e7ba8d7dffa2e25a93719bac8a1dacca8175e,148935524,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,148935524,,148935524,148935524,0.000000,0.000000
keyHash-1bfd3f4a32987798850f0f5ca98ef0f9a95a00efe89f1115d40f8205,149376344,,9def0b9497f8d922e633c65e2099e6da8df5e966f201db5c7abcb077,,149376344,,149378099,149376815,0.000000,0.000000
keyHash-1c004f0084836106bb15732df9d809977619bed31902e94ced9786d9,148446435,,1e174471d30ea762a6bf6ce8b1c615549f3dd066cf48ca6be6e7698b,,148446435,,148446435,148446435,0.000000,0.000000
keyHash-1c0436455455469eb9cc02832a72c796d40ad5a7acbe476a992a1661,149448681,,cf7249855783f4ca98e0d5249da8c0c362dc1de36294f46ccc720fba,drep-keyHash-59ef094980bd3e60942fcca0dba9eefabba4e0f1e3fefec388392e3d,149704989,,149704989,150026095,0.000000,0.000000
keyHash-1c13cb3bc63c1938489a64c83720b21f955790f0a3ae92e1b1abead7,148602917,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148602917,,148602917,148602917,0.000000,0.000000
keyHash-1c152c5b1f55318d4566671dab4a75372f09cdda2e49ff1e482f48e9,148533518,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148533518,,148533518,148864058,0.000000,0.000000
keyHash-1c1c459f4dbd3250ae5d359d523b891318d782458e94386a6b2bed1d,149468448,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149468448,,149468448,149468448,0.000000,0.000000
keyHash-1c2290f800bacb3cb932f146d82071d9552a767fccf788fd39bcd321,148792159,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148792159,,148792159,149741372,0.000000,0.000000
keyHash-1c2459b73c455da48cbae4ee0eb00eb4d5068e4ec80ace535f84a61d,148124851,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,148124851,,148124851,148124851,0.000000,0.000000
keyHash-1c30221a3a4dbb3a71b461cad58c3eef89ba9eec4489a2105e308d93,148357653,,879ad8338e795acb7b2bd2cf5532ed4e3603962439c91cb0bd5ae7af,,148357653,,148357653,148673928,0.000000,0.000000
keyHash-1c35f4fad605af347985ada8750946043e7c2d415c9168dfbfee2287,149373694,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149373694,,149373694,149373694,0.000000,0.000000
keyHash-1c4bfa21274d647a62def9cd86beeb3c18433a8fadcc89aff616fa33,148855749,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,148855749,,148855749,148855749,0.000000,0.000000
keyHash-1c51969d38e95a2d4cd302b6a438b3ae15df526eb15949dd4d00a3ac,148246594,,1b268f4cba3faa7e36d8a0cc4adca2096fb856119412ee7330f692b5,,148246594,,148246594,148246594,0.000000,0.000000
keyHash-1c57bc0976e239eb77dbc830ad5ffa2635b05ea3c2b2a9c531924928,149773382,,4a9c9902c9538da900b10b716d5d1b214487455fdb06028b32ffa180,,149773382,,149773382,149773382,0.000000,0.000000
keyHash-1c5d752cd2ada54851d59a4ee90a95e4294f96baa16b50ab3d1d5b6a,148848958,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148848958,,149497954,149497954,0.000000,0.000000
keyHash-1c786d388974f586a771e505b374b53e4ed57874307e15add6591240,148891362,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,148891362,,148891362,148891362,0.000000,0.000000
keyHash-1c79617cb7541050ccffe96cd2b37379959b2cb871dbcb4a84c836f1,149078562,149627949,,,149078562,,149628139,149627949,0.000000,0.000000
keyHash-1c7b2d01dfa33eb1f3a410500e81d1676ada9e521ab239f7f7241e82,149636049,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149636049,,149636049,149636049,0.000000,0.000000
keyHash-1c7df67d3705e4a2a3826db67acdc43356ae281c911efece858abae4,148671559,,398964318c3664acd3a17d6d0f29a74b6d9a8200cde2f875629906b9,,148671559,,148671559,148671559,0.000000,0.000000
keyHash-1c7e1b0d2414f915b7c53742a6fe2a7316bfb83b3316ad8974ed9701,149816435,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,149816435,,149816435,149816435,0.000000,0.000000
keyHash-1c849fd0628fb3f8f52d461376ce2b9401e625de24377c192af51582,149330906,149367073,,drep-alwaysAbstain,149330906,,149486842,149368890,0.000000,0.000000
keyHash-1c87886fb7b50dd68f007388cdf59c8eac456f040d12ceb68a9d451c,149932623,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149932623,,149932623,149932623,0.000000,0.000000
keyHash-1c8bae161d8986db2c6dae444804f1eb7c607e0390c27552f9fc4630,149463079,,8efb053977341471256685b1069d67f4aca7166bc3f94e27ebad217f,,149463079,,149463079,149463079,0.000000,0.000000
keyHash-1c983a8c40d9f0708ce932650823abbe7efaf6e59021fe74b6a90e73,148785838,,467063b09d8a4ff20f2a44caea4695f05e3bdb6079bc710dc5a6bf6c,drep-alwaysAbstain,148785838,,149543647,149543647,0.000000,0.000000
keyHash-1ca38683f13cded1b9abd154f53eb023185d67b1a1d20b823eb77a05,149369763,,f3efb842c77895dde51e95e54d9c309da599631ef31216bcfea11083,drep-alwaysAbstain,149369763,,149369763,149369763,0.000000,0.000000
keyHash-1cab2ce7bb54ef4b712332da7c5c301dc4865f41acdec7bde60a4620,148922033,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148922033,,148922033,148922033,0.000000,0.000000
keyHash-1caed5120b78461ff07521f23e527356318beb0ca8fe9583909bc52e,149681022,,f3efb842c77895dde51e95e54d9c309da599631ef31216bcfea11083,drep-alwaysAbstain,149681022,,149681022,149681022,0.000000,0.000000
keyHash-1caf988b3ebe8769716b2db42b4341796c29ea32cf615c5bfbb05a71,149519473,,a2ccd8e93f5a518d4400790cb081673e79ed41e4bf1132f740f26a28,,149519473,,149519473,149519473,0.000000,0.000000
keyHash-1cb609c4559470b101f4000f1a74df5298db76e2c1b50abfaf2a3e93,149591592,,f3efb842c77895dde51e95e54d9c309da599631ef31216bcfea11083,drep-alwaysAbstain,149591592,,149591592,149591592,0.000000,0.000000
keyHash-1ced7f495bae2020667ec4deb9a6a4758da8ad629eea3807c2f7ba2c,148103526,,bbd852e7fb67e8f182def1f99d22a51c76b40222ab47d0682223e606,,148103526,,150003471,150003471,0.000000,0.000000
keyHash-1cf9824174d5498769b9ad7fc4d03e33366cd7814c3e4402cae1d1ce,149430656,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,149430656,,149430656,149430656,0.000000,0.000000
keyHash-1cfb86fef3f671fbbf3e9d6739003bb11ef5fa048a3a42d05271851e,149125883,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149125883,,149125883,149125883,0.000000,0.000000
keyHash-1cfecb3d4cf993c160c5e0b9fd2dbaddd4a94bfd5e1636519a73d19d,148864484,148865303,,drep-alwaysAbstain,148864709,,148866084,148865877,0.000000,0.000000
keyHash-1d0c60934d12a28947cd695d58f3f3d9a769d36a00b16ae05b9a113e,149005011,,970e9a7ae4677b152c27a0eba3db996b372de094d24fc2974768f3da,,149212813,,149463668,149981100,0.000000,0.000000
keyHash-1d1f7371ffccde085e39953bcedfd4438b1eadca2744c59a2b0fce1a,148796818,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148796818,,148796818,148796818,0.000000,0.000000
keyHash-1d1fa680f634c57b14e9ab950e515f2301a6312a5d41793e19a42c0a,149665668,,ac2d2d66a30cbb3163e68a7073bcd3f9cdd4a11a8af6e2c5653402c7,drep-alwaysAbstain,149665668,,149665668,149665668,0.000000,0.000000
keyHash-1d20c17466ad11e1e1aa7175444402d87ffbea7c208f09b02b3c39dd,148875474,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,148875474,,148875474,148875534,0.000000,0.000000
keyHash-1d20d99086b8bc664d382d51669d6a18bd9a408698315a9858dc255c,149901400,,a503e42a2c6ef347d834fa404fa4d4bfa6dfb48256ff95b067483980,,149901400,,149901400,149901400,0.000000,0.000000
keyHash-1d20f1f63bf314a4787ce83808960aca784345fdb2e8b3cc3909f9de,149176885,,e6ac159ee8063742eadcb48be45f29d9a67b4158439070032f42d10c,,149176885,,149176885,149176885,0.000000,0.000000
keyHash-1d262835273a8ceb324091c1d33cb7e17f096541321843ebc89b4dbb,149848402,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,149848402,,149848402,149849918,0.000000,0.000000
keyHash-1d2b59c214dff721fd6233a9e545f00f7d25a041062ec08a066b1d3d,150080836,,6f223af7c6069f7428cf7605efba84ec410f5476550f83dbb3096238,,150080836,,150080836,150080836,0.000000,0.000000
keyHash-1d2b8c2687d417c1ac5ebad05556e5dcee7dc917a2a3a0d1d517ea0b,149552000,,af5797205f66a7f564f68cda31396523fd0c8781fc8ace1ad158c429,,149637076,,149637076,149638450,0.000000,0.000000
keyHash-1d2c32b038dfd13e623987fa8e3420d5ddcf272ad48470ecf479b7d6,148914799,,000000f66e28b0f18aef20555f4c4954234e3270dfbbdcc13f54e799,,148914799,,149782025,149979477,0.000000,0.000000
keyHash-1d39ff8669467f525a55c29a7c26bbc9d8b0766d6b2c6cc0e68f2691,149044861,,ae66e56ab11ccb39e882669f220a37956c683e4ce84fefd910012d7a,,149044861,,149439323,149044861,0.000000,0.000000
keyHash-1d3a9fd75585672fe74e487850b303ecc08b69b6c63486b4ca218c18,148629410,,2fc479904f9482d1b573977a3af26bb5577545014521eee513f54ef1,,148678634,,148678634,148678634,0.000000,0.000000
keyHash-1d5f673e097d2c0e635c613ba46b0e5374c62eb168bf2ac73d10b106,149627892,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,149627892,,149627892,149627892,0.000000,0.000000
keyHash-1d68325454998d240f642660b8f47eb650a8114fb787403c0ade9576,148393944,,9def0b9497f8d922e633c65e2099e6da8df5e966f201db5c7abcb077,,148393944,,148393944,149887497,0.000000,0.000000
keyHash-1d7c535033938b88f1f11c09bd50f839a390a5a4c51f21b984ed9b19,148951665,,dbda39c8d064ff9801e376f8350efafe67c07e9e9244dd613aee5125,,148951665,,148951665,148951665,0.000000,0.000000
keyHash-1d7f03abb1ee6e2ab908f609c81f83f67b4cdf23d07a37cafaf7c6e2,149993355,,9def0b9497f8d922e633c65e2099e6da8df5e966f201db5c7abcb077,,149993355,,149993355,150083608,0.000000,0.000000
keyHash-1d835e8f49bc027d098b7cd4f7e0b2086c219b57c4c6c572c522b2b3,149721554,,ac2d2d66a30cbb3163e68a7073bcd3f9cdd4a11a8af6e2c5653402c7,drep-alwaysAbstain,149721554,,149721554,149721554,0.000000,0.000000
keyHash-1d8843fd891326affefb456b53e57a79cbda09b16ceede5a9fc18ad6,148627062,,903c38e5905f1587d5ecf8c875a181725fb4b12b3eb06ce1d20bb1c6,,149878212,,149878212,149878212,0.000000,0.000000
keyHash-1d9f4fe244ca4516587410689f312ea42460571f70db55fb684d7685,148182186,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148184468,,148184468,148184468,0.000000,0.000000
keyHash-1da6e8ee13a844a4d09d9c39dcd3fd0717c3d0dffd74c79d8cb658d9,148361728,149644888,,,149175347,,149645012,149644888,0.000000,0.000000
keyHash-1db09955fa460caa5a4454134c530d82141b0e7ddb0cf8296622bc8b,149893257,,4a9c9902c9538da900b10b716d5d1b214487455fdb06028b32ffa180,,149893257,,149893257,149893257,0.000000,0.000000
keyHash-1db109d2ff969d4cc9314bcc82041f8cd42bdc5837a24b2af1aef00e,148926654,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148926654,,148926654,148926654,0.000000,0.000000
keyHash-1db7ebe7415680a55b2f35317f2845b7c804615accf5233ba0264f00,149106376,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,149106376,,149106376,149106376,0.000000,0.000000
keyHash-1dbed0731e8f8f84a4e98fc87c62057a5e4525db26cee566b4b82740,149462627,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149462627,,149462627,149462627,0.000000,0.000000
keyHash-1dcba13fee2fe11f9c47e39d4606487201fd2733ca9126fc55a5fbf1,148891250,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148891250,,148891250,148891250,0.000000,0.000000
keyHash-1dd92dd776ece04bff257411f37f6f9eda4c0b6c1053bfe25ba600b0,148789263,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,148789263,,148789263,148789263,0.000000,0.000000
keyHash-1dea2b9e15942873a7b2c4f0a5dedee06e8aa92195a19071368f40f5,149381392,,000006d97fd0415d2dafdbb8b782717a3d3ff32f865792b8df7ddd00,,149381392,,149381392,149381392,0.000000,0.000000
keyHash-1df32642ba71163c6cc82adc4b32c26c14e7a1bb3711f76eb59ba37a,149963839,,4aea697c45e39e37e5d842ec8cf6c01a714e88db33a1ba0565ab59af,,149963839,,149963839,149963839,0.000000,0.000000
keyHash-1df8eee45366b44ba39820048140678ab2dd1297f863085bf5cd442b,149381096,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149381096,,149381096,149381096,0.000000,0.000000
keyHash-1dfbfae9ae5b75d2fe469da7b02a8a3f69b80d782eb8cb6ddcc68acb,149454646,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149454646,,149454646,149454646,0.000000,0.000000
keyHash-1e046dcad6912c9036b7fc58c26c5b816406583d51b1360e581df7d9,148218435,,f423b19715cca49029ed13ff02a110b63de7d96ad7a0536dc5887a41,drep-keyHash-86b4d0fb7fd85807003537d6c14f4053cfa75f2f9d4f670d23dec934,148221310,,,148218435,0.000000,0.000000
keyHash-1e05d2679eb8492021f9703c215c6257b801621178bf7873988fbe02,148141431,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148141431,,148141431,148141431,0.000000,0.000000
keyHash-1e0efff9cd0e5b9268d8a91519000de6abd2f9bd221edfd08ff48d50,149580675,,53215c471b7ac752e3ddf8f2c4c1e6ed111857bfaa675d5e31ce8bce,,149580675,,149580675,149580675,0.000000,0.000000
keyHash-1e32283ffc6ed99776350a240106806399eb2b589e7debb581021721,149740150,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149740150,,149952539,149740150,0.000000,0.000000
keyHash-1e332fb940f12ff4d0f0e61ed09bd8ce49e7415552578b3796f28a8a,149374214,149460892,,,149374214,,149746653,149461390,0.000000,0.000000
